skpID,lng,lat,place_id,formatted_address,administrative_area_level_3
23.json,-6.9134539,107.6090197,El9KbC4gV2FzdHVrZW5jYW5hIE5vLjIsIEJhYmFrYW4gQ2lhbWlzLCBTdW11ciBCYW5kdW5nLCBLb3RhIEJhbmR1bmcsIEphd2EgQmFyYXQgNDAxMTcsIEluZG9uZXNpYQ,"Jl. Wastukencana No.2, Babakan Ciamis, Sumur Bandung, Kota Bandung, Jawa Barat 40117, Indonesia",Sumur Bandung
24.json,-6.915840999999999,107.628979,ChIJ11MXQM7naC4RbqRRf2rtvc8,"Jl. Jendral Ahmad Yani No.239, Merdeka, Sumur Bandung, Kota Bandung, Jawa Barat 40113, Indonesia",Sumur Bandung
25.json,-6.877675099999999,107.5910415,ChIJK-zzHI7maC4RilLKeIDrP-M,"Jl. Sindang Sirna No.40, Gegerkalong, Sukasari, Kota Bandung, Jawa Barat 40151, Indonesia",Sukasari
26.json,-6.9163418,107.6335934,ChIJXyWHV8XnaC4RlIiZeM-B8Us,"Jl. Cianjur No.34, Kacapiring, Batununggal, Kota Bandung, Jawa Barat 40271, Indonesia",Batununggal
27.json,-6.933130599999999,107.626412,ChIJRxnJHHzoaC4RrKqJJo4HhsM,"Jl. R.A.A. Marta Negara No.4, Turangga, Lengkong, Kota Bandung, Jawa Barat 40264, Indonesia",Lengkong
28.json,-6.9156735,107.6128903,Ek9KbC4gVGVyYSBOby4yMCwgQnJhZ2EsIFN1bXVyIEJhbmR1bmcsIEtvdGEgQmFuZHVuZywgSmF3YSBCYXJhdCA0MDExMSwgSW5kb25lc2lh,"Jl. Tera No.20, Braga, Sumur Bandung, Kota Bandung, Jawa Barat 40111, Indonesia",Sumur Bandung
29.json,-6.906413400000001,107.6140892,ChIJofjnwUnmaC4R7FgyOPz1-lA,"Jl. L. L. R. E. Martadinata No.45, Citarum, Bandung Wetan, Kota Bandung, Jawa Barat 40115, Indonesia",Bandung Wetan
3.json,-6.9134539,107.6090197,El9KbC4gV2FzdHVrZW5jYW5hIE5vLjIsIEJhYmFrYW4gQ2lhbWlzLCBTdW11ciBCYW5kdW5nLCBLb3RhIEJhbmR1bmcsIEphd2EgQmFyYXQgNDAxMTcsIEluZG9uZXNpYQ,"Jl. Wastukencana No.2, Babakan Ciamis, Sumur Bandung, Kota Bandung, Jawa Barat 40117, Indonesia",Sumur Bandung
30.json,-6.9292001,107.6005856,ChIJe4B30p_oaC4RUuk_XSE5Ffs,"Jl. Astana Anyar No.224, Nyengseret, Astanaanyar, Kota Bandung, Jawa Barat 40242, Indonesia",Astanaanyar
304.json,-6.9159668,107.6992156,ElRKbC4gUnVtYWggU2FraXQgTm8uMjIsIFBha2VtaXRhbiwgQ2luYW1ibywgS290YSBCYW5kdW5nLCBKYXdhIEJhcmF0IDQ1NDc0LCBJbmRvbmVzaWE,"Jl. Rumah Sakit No.22, Pakemitan, Cinambo, Kota Bandung, Jawa Barat 45474, Indonesia",Cinambo
31.json,-6.9159668,107.6992156,ElRKbC4gUnVtYWggU2FraXQgTm8uMjIsIFBha2VtaXRhbiwgQ2luYW1ibywgS290YSBCYW5kdW5nLCBKYXdhIEJhcmF0IDQ1NDc0LCBJbmRvbmVzaWE,"Jl. Rumah Sakit No.22, Pakemitan, Cinambo, Kota Bandung, Jawa Barat 45474, Indonesia",Cinambo
32.json,-6.9332804,107.6265282,ChIJVdFmNXroaC4RnlSsUYc6U3k,"Jl. R.A.A. Marta Negara No.4, Turangga, Lengkong, Kota Bandung, Jawa Barat 40264, Indonesia",Lengkong
33.json,-6.868493,107.582213,ChIJsTgjkpjmaC4Rv8Ro4ldYPHo,"Jl. Gegerkalong Hilir No.155, Gegerkalong, Sukasari, Kota Bandung, Jawa Barat 40153, Indonesia",Sukasari
